StrainName,vaccine_code,Year,Month,Day,Dom,Dom_prob,PB2_Nonsyn,PB1_Nonsyn,PA_Nonsyn,HA_Nonsyn,NP_Nonsyn,NA_Nonsyn,M_Nonsyn,NS_Nonsyn,PB2_Syn,PB1_Syn,PA_Syn,HA_Syn,NP_Syn,NA_Syn,M_Syn,NS_Syn
MK640845_A_China_38887_2012,Prth09,2012,8,29,0,0.247869581,5.016685206,2.91,8.878,18.61652464,2.029,10.702,0.58,7.22,33.16351502,33.726,26.28,19.67210078,18.554,21.172,9.728,7.659
MK640846_A_China_38888_2012,Prth09,2012,8,29,0,0.027417562,5.014460512,3.9,6.876,18.62578733,1.025,7.71,0.586,7.221,32.17908788,31.663,28.25,16.62245276,15.544,20.164,9.741,7.669
MK640847_A_China_39207_2012,Prth09,2012,9,26,1,0.998888477,5.010011123,3.909,5.874,19.61207855,1.025,9.706,0.578,8.217,35.14460512,34.681,21.215,17.62393479,17.548,18.157,9.726,5.663
MK730233_A_New_York_WC_LVD_12_051_2012,Vic11,2012,10,5,1,0.553908855,0.008898776,2.028,4.004,6.025565024,1.015,4.07,1.008,3.078,18.1512792,13.161,12.399,12.80881808,5.637,6.996,1.436,6.106
CY134779_A_Texas_JMM_8_2012,Vic11,2012,11,20,0,0,10.04449388,4.022,5.01,16.59688774,1.026,8.959,1.279,6.203,56.5650723,44.257,26.108,24.77324935,19.267,19.134,12.837,12.649
CY148427_A_Boston_DOA2_112_2012,Vic11,2012,12,4,0,0,3.004449388,0.016,4.008,5.037421267,1.003,3.051,1.01,2.097,16.14460512,16.177,11.368,7.763616154,8.612,6.907,1.432,9.115
CY135131_A_Texas_JMM_54_2012,Vic11,2012,12,6,0,0,0.004449388,1.018,4.002,4.020377918,2.024,3.049,0.012,3.089,19.11790879,9.203,12.341,10.75991108,10.761,8.906,0.432,7.105
MK730273_A_New_York_WC_LVD_12_057_2012,Vic11,2012,12,7,0,0,1.004449388,1.014,3.006,6.021859948,2.018,4.05,0.008,5.083,18.12569522,12.165,10.398,12.76435717,4.701,7.907,0.444,5.104
MK970023_A_Maryland_22_1_2012,Vic11,2012,12,12,0,0,0.004449388,1.014,5.006,7.907002594,1.022,2.048,0.008,3.089,16.1134594,13.153,9.345,12.76991478,5.715,11.907,0.426,5.105
CY182800_A_Houston_JMM_74_2012,Vic11,2012,12,15,0,0,1.004449388,1.014,4.006,4.020377918,1.024,2.051,0.004,3.089,18.11790879,8.149,11.398,10.76065209,8.76,8.903,0.397,8.105
CY170126_A_Boston_YGA_02003_2012,Vic11,2012,12,17,0,0.179325676,1.004449388,3.014,3.008,6.02778807,1.018,2.049,0.01,3.074,18.12124583,12.174,12.396,9.767691738,4.69,5.901,1.435,7.091
MK730497_A_New_York_WC_LVD_12_086_2012,Vic11,2012,12,17,0,0.001852538,0.004449388,1.014,5.008,8.021118933,2.018,3.075,0.01,4.065,17.12013348,17.155,12.4,6.768432753,6.691,7.943,0.459,6.087
CY148547_A_Boston_DOA2_128_2012,Vic11,2012,12,18,0,0,4.004449388,0.016,5.006,6.035939237,1.02,2.102,0.002,2.096,14.14682981,18.198,11.356,8.760652093,7.737,6.94,1.412,8.12
CY171246_A_Chicago_YGA_04053_2012,Vic11,2012,12,18,0,0,0.008898776,1.014,4.006,4.020377918,1.02,3.049,0.008,3.064,18.11790879,11.159,9.394,11.76176362,7.745,10.902,0.423,5.083
CY171270_A_Chicago_YGA_04056_2012,Vic11,2012,12,18,0,0,0.004449388,0.014,6.006,5.021859948,1.018,2.051,0.004,3.089,16.12013348,10.151,10.415,12.75731753,6.724,7.906,3.431,6.105
CY182848_A_Houston_JMM_80_2012,Vic11,2012,12,18,0,0,0.004449388,1.004,4.002,4.020377918,1.02,3.051,0.01,3.085,18.12013348,10.049,11.343,8.762875139,7.744,8.903,1.444,7.101
CY167934_A_Boston_YGA_00008_2012,Vic11,2012,12,19,0,0.000741015,0.004449388,1.016,4.004,7.021118933,1.018,2.083,0.01,3.08,19.11568409,15.153,13.341,7.761763616,5.686,6.949,0.436,5.095
CY182880_A_Houston_JMM_85_2012,Vic11,2012,12,19,0,0,0.004449388,1.004,4.002,4.020377918,1.02,4.049,0.002,3.089,19.11790879,8.045,12.341,8.762875139,7.741,7.912,0.403,8.105
MK640848_A_China_41303_2012,Vic11,2012,12,24,1,0.526120785,1.004449388,1.02,3.002,6.024082994,1.018,2.049,1.01,5.092,19.15572859,13.179,8.345,8.778436458,4.709,6.905,5.458,7.112
MK640849_A_China_41304_2012,Vic11,2012,12,24,0,0.431641349,0.006674082,1.016,3.006,6.021118933,1.022,5.049,1.008,3.082,18.12235818,11.163,13.412,7.763245647,4.701,5.909,0.427,6.099
CY168846_A_Boston_YGA_01045_2012,Vic11,2012,12,25,0,0,12.04449388,4.024,5.01,13.59244165,1.024,8.971,1.284,6.199,59.59065628,47.311,26.11,21.76213412,17.27,23.138,11.855,12.643
CY168878_A_Boston_YGA_01049_2012,Vic11,2012,12,26,0,0,0.004449388,1.014,4.006,5.020377918,2.02,3.049,0.004,3.088,19.11790879,9.145,13.394,10.7658392,10.746,8.906,0.41,7.102
CY171342_A_Chicago_YGA_04090_2012,Vic11,2012,12,26,0,0,0.004449388,1.018,3.004,5.021859948,1.024,3.052,1.006,3.086,17.12013348,9.205,12.347,13.77139681,10.764,7.912,1.415,5.104
CY171406_A_Chicago_YGA_04102_2012,Vic11,2012,12,27,0,0,2.004449388,1.01,4.004,4.020377918,1.02,3.049,0.01,3.07,17.11568409,11.085,10.354,11.76176362,7.744,10.908,0.424,5.09
CY182960_A_Houston_JMM_96_2012,Vic11,2012,12,29,0,0,0.004449388,1.014,5.006,4.020377918,2.02,2.051,1.004,3.089,19.12013348,9.155,12.404,8.763616154,8.744,8.903,0.431,8.105
CY169366_A_Boston_YGA_01115_2013,Vic11,2013,1,1,0,0,1.004449388,2.014,5.01,7.021859948,1.018,3.049,0.01,3.08,19.12013348,15.157,12.381,7.768432753,5.702,7.921,1.47,5.095
CY148787_A_Boston_DOA2_161_2013,Vic11,2013,1,2,0,0.004075584,2.011123471,2.017,4.004,5.03075213,1.02,2.056,0.01,4.084,17.13459399,14.223,13.422,12.7854761,7.734,6.925,2.449,6.105
CY171638_A_Chicago_YGA_04135_2013,Vic11,2013,1,3,0,0,1.004449388,1.016,3.004,5.020377918,1.02,3.049,0.01,3.092,18.12013348,13.171,11.347,12.76695072,8.755,10.91,0.478,5.112
MK640850_A_China_41678_2013,Vic11,2013,1,5,0,0.058169692,0.006674082,1.014,4.006,6.026306039,2.022,3.051,0.01,3.093,19.19799778,14.163,10.351,11.77991849,8.773,7.911,0.474,6.355
MK640851_A_China_41691_2013,Vic11,2013,1,5,0,0,0.006674082,0.016,4.002,5.020377918,1.012,3.08,1.01,3.089,16.13348165,11.177,12.389,14.78695813,5.718,9.993,3.477,7.105
KT888272_A_Kabul_1514A01305430N_2013,Vic11,2013,1,7,0,0,0.006674082,0.014,3.004,5.024824009,1.018,4.089,0.01,3.09,16.13459399,11.183,10.407,13.80326047,4.688,11.968,3.459,6.108
CY170998_A_Santa_Clara_YGA_03074_2013,Vic11,2013,1,8,0,0,0.006674082,2.006,3.008,4.021859948,1.02,2.076,0.012,3.082,18.13348165,9.064,11.411,11.78732864,6.833,10.952,1.462,5.097
CY183136_A_Houston_JMM_120_2013,Vic11,2013,1,8,0,0.283067803,1.008898776,0.014,3.006,7.021859948,1.018,3.061,0.012,4.082,16.13348165,11.213,12.375,11.77917747,4.702,9.934,2.45,6.099
CY148707_A_Boston_DOA2_149_2013,Vic11,2013,1,9,0,0,2.004449388,1.016,3.006,6.024824009,2.02,3.058,0.01,5.079,17.15016685,13.175,11.402,11.78510559,4.701,9.911,1.46,6.095
CY168094_A_Boston_YGA_00035_2013,Vic11,2013,1,10,0,0,1.004449388,2.014,4.01,6.021859948,2.018,3.083,1.008,4.07,18.29477197,15.296,11.408,9.774360874,6.709,7.959,1.454,7.087
MK818117_A_Maryland_63_5D_2013,Vic11,2013,1,11,0,0,0.004449388,2.019,4.006,7.022600963,1.018,2.048,0.01,3.088,16.12458287,14.155,10.349,9.802519452,6.715,11.924,0.477,6.114
CY148923_A_Boston_DOA2_180_2013,Vic11,2013,1,13,0,0,0.004449388,3.014,3.008,6.021859948,2.015,2.051,1.008,4.089,18.29032258,14.292,11.377,9.774360874,4.663,7.913,1.454,7.108
CY149131_A_Boston_DOA2_218_2013,Vic11,2013,1,15,0,0.000370508,0.008898776,1.014,4.012,7.021118933,1.018,2.049,0.01,3.081,18.12124583,16.201,14.432,6.797332345,7.691,7.907,0.49,5.096
CY169798_A_Boston_YGA_01173_2013,Vic11,2013,1,17,0,0,0.008898776,1.014,4.012,7.021118933,1.018,2.052,0.01,3.091,18.12124583,16.203,13.431,6.79659133,7.69,7.911,0.462,5.109
CY170574_A_Santa_Clara_YGA_03016_2013,Vic11,2013,1,17,0,0,0.004449388,1.016,4.01,5.022230456,1.024,2.051,0.008,3.092,19.12903226,9.157,13.408,8.775472397,8.769,8.916,1.434,7.108
CY170350_A_Boston_YGA_02039_2013,Vic11,2013,1,19,0,0,0.006674082,0.016,3.002,5.020377918,1.018,5.053,1.01,4.09,15.13793103,13.169,13.365,11.78658763,5.713,8.963,3.472,8.11
CY169878_A_Boston_YGA_01186_2013,Vic11,2013,1,21,0,0,1.006674082,1.008,6.008,5.024824009,1.02,2.056,0.014,3.09,17.12680756,10.161,13.426,13.76398666,4.865,9.933,3.451,7.108
CY171734_A_Chicago_YGA_04198_2013,Vic11,2013,1,23,0,0,11.05116796,5.026,5.016,13.59614672,1.026,8.959,2.282,8.203,59.59510567,45.439,28.125,23.77510189,19.311,18.632,12.853,12.677
CY168238_A_Boston_YGA_00054_2013,Vic11,2013,1,24,0,0,1.004449388,1.014,3.002,7.022600963,2.018,3.058,0.004,6.078,18.14349277,14.175,12.351,12.78806966,4.705,7.919,0.43,5.101
CY149323_A_Boston_DOA2_245_2013,Vic11,2013,1,25,0,0.00148203,0.004449388,4.004,3.008,6.021859948,2.015,2.079,1.01,4.09,17.3948832,14.196,10.483,9.777324935,5.663,5.963,1.471,7.109
MK969839_A_Maryland_127_17D_2013,Vic11,2013,2,4,0,0,1.004449388,3.014,3.01,6.021859948,2.015,2.055,1.01,4.091,21.30367075,14.294,13.412,9.774360874,4.663,8.927,1.468,7.112
KT888284_A_Budapest_1514A07805419T_2013,Vic11,2013,2,5,0,0,0.006674082,0.026,3.002,5.025565024,2.017,5.059,0.01,3.089,18.13348165,13.183,10.354,14.78695813,3.686,10.942,2.454,6.105
KT888280_A_Pristina_1514A06505401N_2013,Vic11,2013,2,6,0,0.125602075,1.008898776,3.02,3.006,6.025565024,1.022,3.049,0.008,3.074,18.14349277,14.209,9.359,8.774360874,6.754,7.919,1.428,6.097
KT888285_A_Budapest_1514A07805832T_2013,Vic11,2013,2,6,0,0,0.006674082,0.028,3.006,5.025565024,2.018,5.059,0.01,3.074,17.13793103,13.241,10.411,14.78769915,3.701,11.934,3.454,6.092
MK817973_A_Maryland_178_5D_2013,Vic11,2013,2,7,0,0,0.006674082,2.014,4.006,7.023341979,1.018,2.051,1.01,4.086,17.11790879,14.159,9.353,9.802519452,6.705,12.931,0.465,5.113
KF034876_A_Suzhou_1275_2013,Vic11,2013,4,4,0,0.118562431,0.004449388,1.016,7.019,6.022600963,1.02,2.058,0.008,3.084,17.15461624,15.159,12.438,8.775472397,4.737,10.979,1.451,6.1
MK640852_A_China_44381_2013,Vic11,2013,4,9,0,0,1.004449388,2.014,4.016,7.021859948,1.018,4.089,0.002,3.078,19.12235818,13.159,11.345,6.774360874,6.723,9.979,2.419,6.097
KT888276_A_Taipei_1514A02605215N_2013,Vic11,2013,5,7,0,0.032975176,0.004449388,0.014,5.012,5.021859948,1.018,3.053,1.004,3.09,21.14682981,12.165,15.452,8.761393109,5.734,7.923,2.439,6.108
KT888277_A_Taipei_1514A02605215T_2013,Vic11,2013,5,7,0,0.037421267,0.004449388,1.014,5.012,5.021859948,1.022,3.053,1.008,3.082,21.14905451,12.183,15.45,8.762134124,5.751,7.923,2.441,6.099
EPI614441_A_Switzerland_9715293_2013,Vic11,2013,12,6,1,0.685068544,0.006674082,0.014,11.013,10.02519452,2.023,4.092,0.014,4.084,22.15016685,20.187,14.427,9.780659504,12.749,13.979,2.48,5.103
MK640853_A_China_51045_2013,Vic11,2013,12,29,0,0,2.004449388,2.016,4.01,8.022230456,1.018,5.055,0.002,4.08,23.12569522,19.187,15.353,10.77399037,7.721,11.93,2.415,8.094
LC033302_A_Nagasaki_13N004_2014,Vic11,2014,1,2,0,0,1.004449388,2.016,6.014,7.026306039,1.004,6.105,0.01,3.074,19.14015573,17.183,11.412,9.783994072,6.675,14.012,2.455,7.096
MK640854_A_China_51323_2014,Vic11,2014,1,6,0,0,1.011123471,2.016,5.014,7.024082994,1.018,4.055,0.012,5.093,23.14682981,21.181,14.416,10.78325306,6.723,9.957,3.459,8.121
MK640855_A_China_51340_2014,Vic11,2014,1,6,0,0,1.006674082,3.014,4.014,7.022600963,2.012,4.089,0.008,4.092,21.12903226,17.551,16.444,10.78881067,9.729,10.009,1.441,10.104
LC033310_A_Nagasaki_13N007_2014,Vic11,2014,1,13,0,0,0.004449388,3.016,4.012,7.024824009,1.018,4.055,1.008,3.084,22.13125695,18.173,12.357,8.778806966,8.723,11.951,1.443,6.103
LC032990_A_Hokkaido_13H009_2014,Vic11,2014,1,14,0,0,0.046718576,2.02,3.008,9.024824009,2.027,11.012,0.013,4.092,24.29365962,26.413,18.201,8.81363468,24.44,12.58,9.911,8.129
LC033326_A_Nagasaki_13N046_2014,Vic11,2014,1,30,0,0,2.011123471,0.012,6.006,7.026306039,1.005,5.057,0.01,4.09,24.18798665,17.329,15.587,16.8440163,11.648,8.952,3.443,7.114
LC033126_A_Niigata_13F024_2014,Vic11,2014,1,31,1,0.605779918,0.006674082,1.016,10.011,10.02667655,2.02,4.077,0.014,5.092,23.1679644,20.207,15.461,10.805113,10.743,13.969,2.488,5.11
LC032870_A_Kyoto_13K025_2014,Vic11,2014,2,5,0,0,0.046718576,1.022,2.008,8.021859948,2.029,9.011,1.028,5.092,26.26585095,27.335,19.201,8.810300111,26.535,12.578,10.947,7.131
LC032886_A_Kyoto_13K054_2014,Vic11,2014,2,13,0,0,0.004449388,2.018,6.012,7.024082994,1.018,6.057,0.008,4.074,21.13348165,19.181,14.426,8.779547981,7.723,10.965,1.449,6.094
LC033134_A_Niigata_13F335_2014,Vic11,2014,3,3,0,0,2.008898776,1.024,7.008,6.02778807,1.024,15.486,1.006,5.091,19.1512792,16.273,16.577,14.78584661,9.73,12.085,6.446,8.117
MK640856_A_China_55254_2014,Vic11,2014,5,8,0,0.007039644,0.006674082,1.016,9.013,10.02519452,2.026,7.059,1.016,5.082,25.15684093,21.211,14.464,10.78806966,12.758,14.945,4.484,5.098
MK640857_A_China_55312_2014,Vic11,2014,5,13,0,0.325676176,0.006674082,0.014,10.011,11.02704705,2.02,5.057,0.014,4.092,24.16351502,21.197,15.412,12.78881067,10.737,17.961,5.482,5.112
KR057691_A_California_18_2014,Vic11,2014,8,8,0,0,1.051167964,3.023,2.008,14.02260096,1.026,5.064,0.006,4.064,26.26585095,14.425,21.229,9.824008892,16.787,11.956,4.419,8.091
KR057629_A_Hawaii_39_2014,Vic11,2014,8,13,0,0,1.04894327,3.02,2.03,10.04001482,2.032,10.976,1.013,4.06,30.29922136,32.362,24.233,14.83808818,25.505,19.625,9.913,8.094
KT837113_A_California_19_2014,Vic11,2014,9,4,0,0.001111523,0.006674082,0.02,7.006,12.0292701,2.024,5.058,0.01,4.075,29.17575083,17.212,19.466,12.82326788,11.739,11.933,3.442,9.096
KT837844_A_Colorado_15_2014,Vic11,2014,10,4,0,0.082993701,2.006674082,0.02,6.006,11.0292701,2.024,5.058,0.012,5.065,24.14015573,17.214,19.472,13.82400889,10.741,11.933,2.455,10.09
KY681484_A_Saudi_Arabia_07_2014,Vic11,2014,10,4,0,0,0.006674082,1.014,9.009,10.35346425,2.02,7.072,1.016,4.08,25.20689655,23.851,16.411,11.79585031,14.113,15.535,4.492,6.102
KT837873_A_Mississippi_05_2014,Vic11,2014,10,14,0,0,3.008898776,0.016,8.008,12.0292701,1.022,6.058,0.01,3.06,25.1512792,19.169,19.471,13.829196,15.749,8.925,4.441,8.089
KT838103_A_Maryland_28_2014,Vic11,2014,10,14,0,0.022971471,4.006674082,0.016,6.008,11.03112264,2.024,6.078,0.012,6.078,26.14682981,19.173,17.502,12.82400889,13.745,8.958,2.454,8.101
KT838296_A_Minnesota_28_2014,Vic11,2014,10,18,1,0.545016673,2.006674082,0.016,6.004,11.03001112,1.026,8.059,0.01,4.06,22.14905451,17.171,17.449,11.82400889,10.752,9.927,2.442,8.085
KT838328_A_Louisiana_11_2014,Vic11,2014,10,21,0,0,3.022246941,1.018,2.006,13.03519822,3.034,7.064,0.004,4.068,24.19799778,30.313,23.212,10.82326788,26.465,14.976,4.436,8.103
KT839062_A_Texas_62_2014,Vic11,2014,11,3,1,0.945535383,2.006674082,0.014,6.004,13.03001112,2.026,5.075,1.012,3.088,23.14905451,16.173,16.449,13.82326788,10.737,12.953,3.453,8.109
CY207882_A_New_York_WC_LVD_14_097_2014,Vic11,2014,11,10,0,0,2.006674082,0.016,7.008,11.03075213,1.022,6.078,0.012,3.057,27.14349277,17.169,19.498,15.82586143,13.749,8.952,4.455,8.083
MK640859_A_China_59100_2014,Vic11,2014,11,14,1,0.560207484,0.006674082,1.018,10.013,11.02889959,3.02,5.681,0.016,4.086,25.92102336,22.257,14.477,11.80177844,11.081,16.967,3.482,5.103
KT838993_A_Missouri_11_2014,Vic11,2014,11,18,0,0,2.022246941,1.02,3.012,15.03519822,4.028,7.061,0.012,7.068,23.20912125,28.303,25.205,11.82400889,26.446,14.974,5.464,8.103
KT838891_A_Georgia_04_2014,Vic11,2014,11,20,0,0.007039644,2.006674082,0.016,6.008,12.0292701,1.026,5.055,0.01,4.072,24.15350389,17.169,18.457,12.82623194,10.746,8.929,3.439,10.1
KT839395_A_Pennsylvania_49_2014,Vic11,2014,11,28,0,0,1.04894327,0.016,6.008,13.03001112,2.024,6.059,1.012,5.084,30.27697442,17.172,21.514,10.82178585,11.739,11.931,3.457,10.114
CY207362_A_New_York_WC_LVD_14_073_2014,Vic11,2014,12,3,1,0.853278992,2.006674082,0.018,6.006,12.03075213,1.024,7.056,0.014,3.06,24.14238042,19.192,19.49,16.79436828,11.738,9.943,2.451,9.087
KT839657_A_Alabama_10_2014,Vic11,2014,12,4,0,0.477213783,2.006674082,1.016,8.008,12.03001112,1.026,6.062,2.012,3.07,25.1512792,19.195,18.49,13.82252686,13.755,14.941,4.461,11.104
KT840285_A_Virginia_37_2014,Vic11,2014,12,5,0,0.44831419,3.008898776,1.016,6.006,11.03001112,1.022,6.058,0.01,3.095,23.14460512,17.175,19.452,12.82697295,11.743,11.933,3.444,11.115
KT840076_A_Tennessee_15_2014,Vic11,2014,12,9,0,0.47462023,2.006674082,0.016,6.01,12.03149315,2.024,6.058,0.01,3.085,22.14682981,17.175,19.931,13.82845498,11.745,10.929,4.44,9.106
MK640865_A_China_60938_2014,Vic11,2014,12,9,0,0,2.008898776,3.018,11.013,13.0292701,2.022,7.058,1.014,4.091,29.19021135,24.211,14.445,15.80437199,14.743,15.946,4.48,6.106
MK640867_A_China_J7525_2014,Vic11,2014,12,9,0,0,1.006674082,0.014,9.011,12.02630604,2.02,5.094,0.014,4.093,28.18353726,24.207,17.404,14.80363097,12.743,17.993,2.482,5.114
MK640868_A_China_J7506_2014,Vic11,2014,12,9,0,0,1.006674082,0.014,11.021,13.02741756,2.024,7.057,1.014,5.084,29.17686318,27.191,19.484,13.79918488,13.747,13.94,4.482,7.107
MK640871_A_China_60701_2014,Vic11,2014,12,11,0,0.005187106,1.013348165,0.012,10.017,11.02593553,2.026,6.094,0.014,4.08,26.1679644,25.204,16.473,11.78658763,14.768,17.024,3.484,5.098
KT840798_A_Massachusetts_23_2014,Vic11,2014,12,14,1,0.786217117,2.006674082,0.018,6.008,11.03001112,1.024,7.075,0.012,3.074,23.14015573,20.192,19.507,15.7951093,11.738,10.966,2.436,9.102
MK640877_A_China_61248_2014,Vic11,2014,12,16,0,0.007410152,1.006674082,1.014,9.011,10.02667655,2.02,4.057,0.014,4.08,28.18576196,21.201,16.405,12.79177473,13.741,17.952,3.484,6.098
MK640878_A_China_61391_2014,Vic11,2014,12,18,0,0,2.006674082,1.016,6.006,12.02630604,2.024,6.058,1.012,3.093,26.13793103,19.172,18.461,11.80881808,10.739,10.937,3.459,8.114
MK640879_A_China_61007_2014,Vic11,2014,12,18,1,0.537606521,1.008898776,1.018,9.015,15.03149315,2.02,6.094,1.014,6.093,24.16351502,23.205,16.474,12.829196,13.757,15.983,2.482,6.119
MK640881_A_China_60736_2014,Vic11,2014,12,18,0,0.000741015,0.008898776,0.014,12.017,11.02741756,2.02,6.061,1.014,4.092,25.16351502,27.181,20.492,13.80437199,11.757,15.947,3.486,6.109
MK640882_A_China_60786_2014,Vic11,2014,12,18,0,0.012967766,0.008898776,0.014,12.013,11.02667655,3.02,8.059,1.012,4.086,26.1679644,22.187,19.429,14.79585031,13.749,15.95,2.467,5.102
MK640885_A_China_61309_2014,Vic11,2014,12,18,0,0.000741015,1.006674082,0.014,9.013,10.02593553,3.02,5.057,1.014,4.08,26.17575083,24.201,18.464,12.79103372,12.743,14.953,3.482,5.098
MK640887_A_China_61520_2014,Vic11,2014,12,19,0,0.012226751,0.006674082,2.015,9.017,12.02964061,3.021,6.094,2.012,4.084,30.19688543,25.234,19.483,13.79362727,12.749,13.988,4.469,6.101
KT840865_A_Washington_60_2014,Vic11,2014,12,23,0,0,2.04894327,3.036,3.016,14.02260096,3.034,12.018,1.013,4.057,32.27919911,28.46,23.238,10.82289737,26.503,14.592,8.911,8.151
KT841078_A_California_43_2014,Vic11,2014,12,23,0,0.000370508,2.006674082,0.016,6.004,11.03001112,1.024,7.082,1.01,4.09,25.15350389,20.179,16.457,16.79362727,12.743,9.943,3.441,10.113
MK640892_A_China_61481_2014,Vic11,2014,12,23,0,0.19562801,2.015572859,2.014,9.413,13.03186365,2.02,5.092,0.016,5.092,28.19021135,24.217,19.482,17.83586514,13.753,18.005,5.434,8.117
KY487521_A_Columbia_P0079_2014,Vic11,2014,12,25,0,0.015190811,2.006674082,0.018,6.012,13.03038162,1.024,6.058,0.01,4.077,24.14238042,17.227,20.457,13.82326788,10.744,9.923,3.439,9.098
CY207634_A_New_York_WC_LVD_14_094_2014,Vic11,2014,12,26,0,0,1.006674082,0.014,10.011,11.35420526,3.022,8.078,0.016,6.088,24.189099,22.841,17.424,13.80066691,13.791,16.52,3.397,7.101
KY615536_A_Columbia_P0112_2014,Vic11,2014,12,27,0,0.019266395,4.006674082,0.02,7.008,11.0292701,1.022,5.084,0.012,7.579,22.14460512,20.195,17.509,12.82549092,11.749,11.96,4.457,12.607
KT841691_A_Kentucky_01_2015,Vic11,2015,1,1,0,0,2.008898776,0.018,6.006,13.03001112,2.026,5.058,0.01,5.065,29.15684093,20.172,23.47,12.82771397,10.745,12.935,3.446,10.108
KT841585_A_South_Dakota_01_2015,Vic11,2015,1,5,0,0.002223046,2.008898776,0.014,6.009,11.03075213,2.026,6.085,0.01,4.076,26.1512792,18.174,18.53,12.82771397,10.743,11.965,3.443,10.099
KT841712_A_Wisconsin_02_2015,Vic11,2015,1,6,0,0.004446091,2.008898776,0.016,7.004,11.03075213,3.026,7.06,0.012,4.07,24.14905451,18.172,20.486,13.82845498,11.743,13.932,3.443,10.098
KT841228_A_North_Carolina_06_2015,Vic11,2015,1,7,0,0,2.022246941,1.008,3.01,13.03519822,3.025,8.06,0.01,4.097,23.21579533,29.241,25.216,10.82771397,25.418,15.984,6.452,9.132
KT841571_A_Rhode_Island_05_2015,Vic11,2015,1,7,1,0.522786217,2.006674082,0.022,6.006,11.03149315,1.026,8.056,0.01,3.081,23.15350389,21.22,17.469,17.79955539,13.748,9.945,2.438,9.112
KT835964_A_California_20_2015,Vic11,2015,1,20,0,0,2.022246941,1.036,2.01,13.03593924,3.028,7.094,2.017,6.066,23.21579533,29.452,25.209,11.82623194,26.444,15.014,6.476,9.107
KT836198_A_North_Carolina_03_2015,Vic11,2015,1,20,0,0.001852538,2.008898776,0.02,6.008,12.03297518,2.026,6.062,0.01,4.096,26.1512792,18.216,18.53,12.82771397,11.743,12.943,4.447,10.119
KT835748_A_Maryland_02_2015,Vic11,2015,1,24,0,0.002964061,2.011123471,0.016,7.008,13.03260467,2.028,5.064,0.01,3.074,24.16017798,18.186,17.513,13.83216006,12.745,8.934,3.452,8.113
KT836015_A_North_Carolina_25_2015,Vic11,2015,1,25,0,0.020748425,4.006674082,0.016,6.004,11.0292701,1.026,5.08,0.007,3.057,22.1512792,21.245,16.499,13.82697295,13.791,9.958,3.441,12.093
KT836316_A_West_Virginia_07_2015,Vic11,2015,1,25,0,0.004075584,2.008898776,0.016,6.006,12.03297518,2.026,5.057,0.01,4.084,27.15016685,19.176,18.513,15.83067803,12.761,12.941,2.443,10.108
MK640894_A_China_62885_2015,Vic11,2015,1,27,0,0.002593553,0.015572859,0.02,9.013,13.03445721,2.022,5.065,0.014,4.082,26.2080089,23.221,16.618,18.87476843,12.817,19.173,2.496,6.105
MK640895_A_China_62889_2015,Vic11,2015,1,27,0,0,0.006674082,1.016,10.013,13.04038533,3.021,6.088,0.014,4.08,25.18131257,27.259,15.423,16.84698036,12.768,14.987,5.495,5.098
MK640896_A_China_62895_2015,Vic11,2015,1,27,0,0.007039644,1.011123471,2.016,11.507,12.03668025,2.022,6.061,1.01,5.084,30.21023359,25.261,15.972,18.83845869,13.769,14.986,2.473,5.104
KT836426_A_Iowa_12_2015,Vic11,2015,1,30,0,0,2.006674082,1.02,8.01,12.03075213,1.024,6.058,1.01,3.091,26.14905451,17.231,20.482,15.86995183,15.757,8.933,6.456,8.116
KT842079_A_Pennsylvania_05_2015,Vic11,2015,2,6,0,0,4.006674082,0.024,7.008,11.03075213,1.026,7.08,1.012,4.074,23.15572859,20.235,21.464,16.84327529,12.746,11.944,4.448,10.104
KT842043_A_Indiana_13_2015,Vic11,2015,2,17,0,0.000370508,2.006674082,1.02,8.011,13.03779177,1.024,5.064,0.012,7.093,24.15572859,19.237,21.514,18.84994442,12.772,10.935,3.438,9.122
MK640897_A_China_63513_2015,Vic11,2015,2,17,0,0.299740645,0.006674082,1.024,10.019,12.03297518,3.023,8.563,0.016,6.092,29.2246941,26.308,22.524,13.85587255,14.784,16.478,5.51,6.113
KT842218_A_Delaware_18_2015,Vic11,2015,2,23,0,0.001111523,2.006674082,0.018,6.008,11.03075213,1.024,6.084,0.012,5.095,25.16351502,17.171,21.46,14.83141904,12.766,9.97,3.454,9.113
KT842864_A_North_Dakota_06_2015,Vic11,2015,3,8,1,0.780288996,2.011123471,0.024,6.005,13.03779177,2.032,6.058,0.012,3.094,21.16240267,25.237,19.466,13.84660986,13.771,12.953,3.455,11.195
KT842837_A_South_Dakota_35_2015,Vic11,2015,3,14,1,0.96924787,2.006674082,1.016,6.005,11.03075213,1.028,9.069,0.014,5.065,25.30923248,17.189,20.462,12.84772138,12.758,12.976,3.455,8.104
KT844048_A_Washington_36_2015,Vic11,2015,5,10,1,0.941089292,3.006674082,0.018,6.006,16.03186365,1.026,6.056,1.012,3.065,26.16240267,19.269,17.473,13.83216006,10.763,12.943,4.443,8.102
KT843646_A_Alaska_26_2015,Vic11,2015,6,14,0,0,2.013348165,0.016,7.009,12.0340867,1.024,7.056,0.01,4.059,28.16462736,22.341,22.495,20.83475361,14.751,14.953,2.438,9.087
